,ID,title,abstract,date,doi,author_corresponding,author_corresponding_institution,source,eligible,new
509,33087395,Covid-19 vaccine trial protocols released.,NA,26/10/2020,10.1136/bmj.m4058,Peter Doshi,The BMJ,pubmed,0,0
510,33085884,Covid-19 Vaccine Trials and Incarcerated People - The Ethics of Inclusion.,NA,16/11/2020,10.1056/NEJMp2025955,Camila Strassle,"From the Department of Bioethics, National Institutes of Health, Bethesda, MD",pubmed,0,0
511,33084153,A Health Economic Analysis for Oral Poliovirus Vaccine to Prevent COVID-19 in the United States.,"COVID-19 led to a recent high-profile proposal to reintroduce oral poliovirus vaccine (OPV) in the United States (U.S.), initially in clinical trials, but potentially for widespread and repeated use. We explore logistical challenges related to U.S. OPV administration in 2020, review the literature related to nonspecific effects of OPV to induce innate immunity, and model the health and economic implications of the proposal. The costs of reintroducing a single OPV dose to 331 million Americans wo",01/03/2021,10.1111/risa.13614,Kimberly M Thompson,"Kid Risk, Inc., Orlando, Florida, 32819, USA",pubmed,0,0
512,33083500,2019-nCoV: a worldwide concern and facts.,A recent outbreak of endemic disease speeded by a virus whose genome is similar to that of SARS and MERS which outbreak in 2002 and 2012 respectively. All these are zoonotic infection which means these has transmitted from animal to human. Another similarity amongst these infections is that bat is supposed to be primary reservoir for these viruses. 2019-nCoV was reported by WHO on 31 December 2020 which is spreading with alarming rate. WHO has considered this infection as pandemic which means th,22/10/2020,10.1007/s13337-020-00633-8,Rajani Sharma,"Amity Institute of Biotechnology, Amity University Jharkhand, Niwaranpur, Ranchi, 834002 India",pubmed,0,0
513,33083026,Ad26 vector-based COVID-19 vaccine encoding a prefusion-stabilized SARS-CoV-2 Spike immunogen induces potent humoral and cellular immune responses.,"Development of effective preventative interventions against SARS-CoV-2, the etiologic agent of COVID-19 is urgently needed. The viral surface spike (S) protein of SARS-CoV-2 is a key target for prophylactic measures as it is critical for the viral replication cycle and the primary target of neutralizing antibodies. We evaluated design elements previously shown for other coronavirus S protein-based vaccines to be successful, e.g., prefusion-stabilizing substitutions and heterologous signal peptid",22/10/2020,10.1038/s41541-020-00243-x,Rinke Bos,Janssen Vaccines &amp,pubmed,0,0
514,33082599,"Chloroquine and hydroxychloroquine inhibitors for COVID-19 sialic acid cellular receptor: Structure, hirshfeld atomic charge analysis and solvent effect.","COVID-19, the pandemic disease recently discovered in Wuhan (China), severely spread and affected both social and economic activity all over the world. Attempts to find an effective vaccine are challenging, time-consuming though interminable. Hence, re-proposing effective drugs is reliable and effective alternative. Taking into account the genome similarity of COVID-19 with SARS-CoV, drugs with safety profiles could be fast solution. Clinical trials encouraged the use of Chloroquine and Hydroxyc",06/02/2021,10.1016/j.molstruc.2020.129459,Tariq A Altalhi,"Department of Chemistry, Collage of Science, Taif University, P.O. Box 11099, Taif 21944, Saudi Arabia",pubmed,0,0
515,33082550,Dozens to be deliberately infected with coronavirus in UK 'human challenge' trials.,NA,02/11/2020,10.1038/d41586-020-02821-4,Ewen Callaway,NA,pubmed,0,0
516,33082543,How obesity could create problems for a COVID vaccine.,NA,26/10/2020,10.1038/d41586-020-02946-6,Heidi Ledford,NA,pubmed,0,0
517,33082093,Temporary derogation from European environmental legislation for clinical trials of genetically modified organisms for coronavirus disease 2019.,"Attempts to streamline environmental procedures for those products containing or consisting of genetically modified organisms (GMOs) among the European Union (EU) Member States are ongoing but still need to be further developed. These procedures can be complex, resource-intensive and time-consuming. Some candidate vaccines currently under development for COVID-19 include genetically modified viruses, which may be considered GMOs. Given the public health emergency caused by the COVID-19 outbreak,",19/01/2021,10.1016/j.jcyt.2020.09.005,Carolina Iglesias-Lopez,"Department of Pharmacology, Therapeutics and Toxicology, Universitat Aut..noma de Barcelona, Cerdanyola del Vall..s, Spain. Electronic address: carolina.iglesias.lopez.uab@gmail",pubmed,0,0
518,33080068,Cell-mediated and humoral adaptive immune responses to SARS-CoV-2 are lower in asymptomatic than symptomatic COVID-19 patients.,"The characterization of cell-mediated and humoral adaptive immune responses to SARS-CoV-2 is fundamental to understand COVID-19 progression and the development of immunological memory to the virus. In this study, we detected T-cells reactive to SARS-CoV-2 proteins M, S, and N, as well as serum virus-specific IgM, IgA, IgG, in nearly all SARS-CoV-2 infected individuals, but not in healthy donors. Virus-reactive T cells exhibited signs of in vivo activation, as suggested by the surface expression ",21/12/2020,10.1002/eji.202048915,Alessio Mazzoni,"Department of Experimental and Clinical Medicine, University of Florence, Florence, Italy",pubmed,0,0
519,33079612,The Missing Link in the Covid-19 Vaccine Race.,"Operation Warp Speed and global vaccine research efforts have succeeded in rapidly launching three vaccine candidates for coronavirus disease 2019 (COVID-19) into Phase III clinical trials. A recent letter from Centers for Disease Control and Prevention (CDC) Director Redfield underscored the possibility of &quot;large-scale&quot; distribution of a coronavirus vaccine as early as November 1, 2020. However, recent polling reveals that the majority of Americans remain skeptical of both the safety ",20/10/2020,10.1080/21645515.2020.1831859,John Zizzo,"University of Miami Miller School of Medicine , Miami, FL, USA",pubmed,0,0
520,33078736,The narrow road to a COVID-19 vaccine.,NA,29/10/2020,10.4103/ijp.IJP_709_20,Shesh Prakash Maurya,"Department of Microbiology and Infectious Diseases, National HIV Reference Laboratory and Immunology Laboratory, All India Institute of Medical Sciences, New Delhi, India",pubmed,0,0
521,33077943,All eyes on a hurdle race for a SARS-CoV-2 vaccine.,NA,23/10/2020,10.1038/d41586-020-02926-w,Christian Gaebler,NA,pubmed,0,0
522,33077678,Prospects for a safe COVID-19 vaccine.,"Rapid development of an efficacious vaccine against the viral pathogen severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2), the cause of the coronavirus disease 2019 (COVID-19) pandemic, is essential, but rigorous studies are required to determine the safety of candidate vaccines. Here, on behalf of the Accelerating COVID-19 Therapeutic Interventions and Vaccines (ACTIV) Working Group, we evaluate research on the potential risk of immune enhancement of disease by vaccines and viral infe",18/11/2020,10.1126/scitranslmed.abe0948,Barton F Haynes,"Duke Human Vaccine Institute, Duke University School of Medicine, Durham, NC 27710, USA. barton.haynes@duke",pubmed,0,0
523,33074704,COVID-19 Vaccine: What Physicians Need to Know.,NA,30/11/2020,10.7326/M20-6841,Christine Laine,"Editor in Chief, Annals of Internal Medicine (C",pubmed,0,0
524,33072781,The Pipeline of Therapeutics Testing During the Emergency Phase of the COVID-19 Outbreak.,"The coronavirus disease 19 (COVID-19) pandemic poses a serious threat to the sustainability of healthcare systems and is currently having a significant effect on living conditions worldwide. No therapeutic agent has yet proven to be effective for the treatment of COVID-19. The management of this disease currently relies on supportive care and the off-label and compassionate use of antivirals and immunomodulators. Nevertheless, there has been a great worldwide effort to progress research and test",20/10/2020,10.3389/fmed.2020.552991,Marco Canevelli,"National Center for Disease Prevention and Health Promotion, Italian National Institute of Health, Rome, Italy",pubmed,0,0
525,33072111,Convalescent Plasma: The Relay Baton in the Race for Coronavirus Disease 2019 Treatment.,"Coronavirus disease 2019 (COVID-19) is a pandemic caused by the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2). Most infected people have mild or moderate symptoms and recover without the need for extensive treatment. However, for seriously ill patients, no specific treatments are currently available. Convalescent plasma therapy (CPT), a passive immunotherapy, involves infusing plasma from recovered people into actively infected people, and is thought to be a specific intervention ",26/10/2020,10.3389/fimmu.2020.570063,Jing Ouyang,"Infectious Diseases and Immunity in Global Health Program, Research Institute, McGill University Health Centre, Montr..al, QC, Canada",pubmed,0,0
526,33070079,Primed for global coronavirus pandemic: Emerging research and clinical outcome.,"The global effort to combat and contain the coronavirus disease 2019 (COVID-19) caused by the recently discovered severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is now proceeding on a war footing. The world was slow to react to the developing crisis, but once the contours of the impending calamity became evident, the different state and non-state actors have raced to put their act together. The COVID-19 pandemic has blatantly exposed the shortcomings of our healthcare system and th",30/12/2020,10.1016/j.ejmech.2020.112862,Shakir Ahamad,"Department of Chemistry, Aligarh Muslim University, Aligarh, 202002, UP, India",pubmed,0,0
527,33069443,COVID-19 vaccine trials: Duty of care and standard of prevention considerations.,NA,12/11/2020,10.1016/j.vaccine.2020.10.012,Jerome Amir Singh,"CAPRISA, University of KwaZulu-Natal, Durban, South Africa",pubmed,0,0
