,ID,title,abstract,date,doi,author_corresponding,author_corresponding_institution,source,eligible,new
494,32840177,An industry update: the latest developments in therapeutic delivery covering May 2020.,"The present industry update covers the period 1-31 May 2020, with information sourced from company press releases, regulatory and patent agencies as well as scientific literature.",08/10/2020,10.4155/tde-2020-0085,Oliver C Steinbach,"Imagion Biosystems, Inc., 10355 Science Center Drive, San Diego, CA 92121, USA",pubmed,0,0
495,32839960,Airway management guidance for the endemic phase of COVID-19.,"It is now apparent that severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) and coronavirus disease 2019 (COVID-19) will remain endemic for some time. Improved therapeutics and a vaccine may shorten this period, but both are far from certain. Plans must be put in place on the assumption that the virus and its disease will continue to affect the care of patients and the safety of staff. This will impact particularly on airway management due to the inherent risk to staff during such proce",13/09/2020,10.1111/anae.15253,T M Cook,"Department of Anaesthesia and Intensive Care Medicine, Royal United Hospital NHS Trust, Bath, UK",pubmed,0,0
497,32839593,The unequal scramble for coronavirus vaccines - by the numbers.,NA,03/09/2020,10.1038/d41586-020-02450-x,Ewen Callaway,NA,pubmed,0,0
498,32839191,Russian SARS-CoV-2 vaccine.,NA,07/09/2020,10.1136/bmj.m3270,Sarah Caddy,"Cambridge Institute of Therapeutic Immunology and Infectious Diseases, Department of Medicine, University of Cambridge, Cambridge, UK",pubmed,0,0
499,32839164,Covid-19: Should doctors recommend treatments and vaccines when full data are not publicly available?,NA,07/09/2020,10.1136/bmj.m3260,Raymond M Johnson,"Yale School of Medicine, New Haven, Connecticut, USA Raymond.Johnson@yale.edu pdoshi@rx.umaryland",pubmed,0,0
500,32838299,Addressing COVID-19 Drug Development with Artificial Intelligence.,"The emergence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the virus that led to the COVID-19 (Coronavirus Disease 2019) pandemic, has resulted in substantial overburdening of healthcare systems as well as an economic crisis on a global scale. This has in turn resulted in widespread efforts to identify suitable therapies to address this aggressive pathogen. Therapeutic antibody and vaccine development are being actively explored, and a phase I clinical trial of mRNA-1273 whic",28/09/2020,10.1002/aisy.202000070,Dean Ho,The N. 1 Institute for Health (N. 1) National University of Singapore Singapore 117456 Singapore,pubmed,0,0
501,32838283,Debate on Bacille Calmette-Gu..rin vaccination against COVID-19: Is it worth performing clinical trials?,"The non-specific beneficial effects of Bacille Calmette-Gu..rin (BCG) vaccination suggest that this vaccine might play a role in protecting individuals against severe coronavirus disease 2019 (COVID-19). Several studies propose that BCG vaccination may increase the body's immunity, thereby preventing respiratory infections caused by other respiratory pathogens. As the number of deaths due to COVID-19 is increasing rapidly and there is no specific treatment available to date, scientists are evalu",30/09/2020,10.1016/j.bsheal.2020.07.001,Asma Binte Aziz,"University of Oslo, Faculty of Medicine, Oslo, Norway",pubmed,0,0
502,32838206,A Narrative Review of Emerging Therapeutics for COVID-19.,"The novel severe acute respiratory syndrome coronavirus 2, the causal agent of coronavirus disease 2019 (COVID-19), quickly spread around the world, resulting in the most aggressive pandemic experienced in more than 100 years. Research on targeted therapies and vaccines has been initiated on an unprecedented scale and speed but will take months and even years to come to fruition. Meanwhile, the efficacy of emerging therapeutics for use in treating COVID-19 is feverishly being investigated to ide",11/12/2020,10.1016/j.mayocpiqo.2020.07.004,Van C Willis,"IBM Watson Health, Center for AI, Research, and Evaluation, Cambridge, MA",pubmed,0,0
503,32837854,Pipeline Pharmacological Therapies in Clinical Trial for COVID-19 Pandemic: a Recent Update.,"The emergence of the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2), responsible for causing coronavirus disease 2019 (COVID-19), marked the third time in the twenty-first century when a new, highly pathogenic human coronavirus outbreak has led to an epidemic. The COVID-19 epidemic has emerged in late December 2019 in Wuhan city of China and spread rapidly to other parts of the world. This quick spread of SARS-CoV-2 infection to many states across the globe affecting many people ha",28/09/2020,10.1007/s40495-020-00226-5,Puja Kumari,"Department of Pharmacology, Post Graduate Institute of Medical Education &amp",pubmed,0,0
504,32837550,The Perfect Moral Storm: Diverse Ethical Considerations in the COVID-19 Pandemic.,"The COVID-19 pandemic has both exposed and created deep rifts in society. It has thrust us into deep ethical thinking to help justify the difficult decisions many will be called upon to make and to protect from decisions that lack ethical underpinnings. This paper aims to highlight ethical issues in six different areas of life highlighting the enormity of the task we are faced with globally. In the context of COVID-19, we consider health inequity, dilemmas in triage and allocation of scarce reso",28/09/2020,10.1007/s41649-020-00125-3,Vicki Xafis,"SHAPES Initiative, Centre for Biomedical Ethics, Yong Loo Lin School of Medicine, National University of Singapore, Singapore",pubmed,0,0
505,32837100,An Ayurvedic Perspective along with in Silico Study of the Drugs for the Management of Sars-Cov-2.,"Covid-19 is the disease caused by SARS-CoV2, it was identified in Wuhan, China, in 2019. It then extended across the globe and was termed as a pandemic in 2020. Though research work on its vaccine and drugs are carried out across the globe, it is even necessary to look over it through alternative sciences. The objective of this study is to look over the disease through Ayurvedic perspective, analyse possible pathologies, select appropriate drugs and to study in-silico screening on these selected",28/09/2020,10.1016/j.jaim.2020.07.002,Abhay Jayprakash Gandhi,IPGT &amp,pubmed,0,0
506,32837093,COVID-19 Vaccines: A Race Against Time in the Middle of Death and Devastation!,"The coronavirus disease 2019 (COVID-19) has turned into a global human tragedy and economic devastation. Governments have implemented lockdown measures, blocked international travel, and enforced other public containment measures to mitigate the virus morbidity and mortality. As of today, no drug has the power to fight the infection and bring normalcy to the utter chaos. This leaves us with only one choice namely an effective and safe vaccine that shall be manufactured as soon as possible and av",04/12/2020,10.1016/j.jceh.2020.06.003,Mohammad S Khuroo,"Medicine, Sher-I-Kashmir Institute of Medical Sciences, Soura, Srinagar, Kashmir, India",pubmed,0,0
507,32837030,Novel Stem Cells and Nucleic Acid-Based Vaccine Trials Against Viral Outbreak: A Systematic Evaluation During COVID-2019 Pandemic.,"The current Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) outbreak, the cause of coronavirus disease (COVID-19), has influenced health globally. So far, there are no established management options and prophylaxis for those who have been exposed to SARS-CoV-2, and those who develop COVID-19. Documented scientific evidences in similar viral outbreaks in past suggested few therapy regimens. These rather have not shown promising results in management of current pandemic. So, in the cu",28/09/2020,10.1007/s12291-020-00907-4,Chandan Kumar Maurya,"Department of Biochemistry, All India Institute of Medical Sciences, Gorakhpur, 273008 India",pubmed,0,0
508,32834921,Beyond just &quot;flattening the curve&quot;: Optimal control of epidemics with purely non-pharmaceutical interventions.,"When effective medical treatment and vaccination are not available, non-pharmaceutical interventions such as social distancing, home quarantine and far-reaching shutdown of public life are the only available strategies to prevent the spread of epidemics. Based on an extended SEIR (susceptible-exposed-infectious-recovered) model and continuous-time optimal control theory, we compute the optimal non-pharmaceutical intervention strategy for the case that a vaccine is never found and complete contai",28/09/2020,10.1186/s13362-020-00091-3,Markus Kantner,"Weierstrass Institute for Applied Analysis and Stochastics (WIAS), Mohrenstr. 39, Berlin, 10117 Germany",pubmed,0,0
509,32834680,Insights into the impact of COVID-19 on household travel and activities in Australia - The early days under restrictions.,"When 2020 began, we had no idea what was to unfold globally as we learnt about the Novel-Coronavirus in Wuhan, in the Hubei province of China. As this virus spread rapidly, it became a matter of time before many countries began to implement measures to try and contain the spread of the disease. COVID-19 as it is referred to, resulted in two main approaches to fighting the viral pandemic, either through a progressive set of measures to slow down the number of identified cases designed to 'flatten",28/09/2020,10.1016/j.tranpol.2020.07.001,Matthew J Beck,"Institute of Transport and Logistics Studies (ITLS), The University of Sydney Business School, Sydney, NSW, 2006, Australia",pubmed,0,0
510,32834603,Modeling and forecasting the COVID-19 pandemic in India.,"In India, 100,340 confirmed cases and 3155 confirmed deaths due to COVID-19 were reported as of May 18, 2020. Due to absence of specific vaccine or therapy, non-pharmacological interventions including social distancing, contact tracing are essential to end the worldwide COVID-19. We propose a mathematical model that predicts the dynamics of COVID-19 in 17 provinces of India and the overall India. A complete scenario is given to demonstrate the estimated pandemic life cycle along with the real da",05/11/2020,10.1016/j.chaos.2020.110049,Kankan Sarkar,"Department of Mathematics, Malda College, Malda, West Bengal 732101, India",pubmed,0,0
