,ID,title,abstract,date,doi,author_corresponding,author_corresponding_institution,source,eligible
113,32702822,Efficacy of integrative Traditional Chinese and Western medicine for the treatment of patients infected with 2019 novel coronavirus (COVID-19): A protocol for systematic review and meta analysis.,"No specific anti-virus drugs or vaccines have been available for the treatment of COVID-19. Integrative traditional Chinese and western medicine has been proposed as a therapeutic option with substantial applications in China. This protocol is proposed for a systematic review and meta-analysis that aims to evaluate the efficacy of integrative traditional Chinese and western medicine treatment on patients with COVID-19. Ten databases including PubMed, EMBASE, Cochrane Library, CIHAHL, Web of Scie",31/07/2020,10.1097/MD.0000000000020781,Dan Liu,"aWest China Hospital, Sichuan University, South Renmin Road, Wu Hou District, Chengdu bChengdu University of Traditional Chinese Medicine, Chengdu, China cCollege of Traditional Chinese Medicine, Hainan Medical University, Haikou, China",pubmed,0
114,32702300,Encouraging results from phase 1/2 COVID-19 vaccine trials.,NA,19/08/2020,10.1016/S0140-6736(20)31611-1,Naor Bar-Zeev,"International Vaccine Access Center, Johns Hopkins Bloomberg School of Public Health, Baltimore, MD 21231, USA. Electronic address: nbarzee1@jhu",pubmed,0
117,32701395,Designing Pull Funding For A COVID-19 Vaccine.,"A widely accessible vaccine is essential to mitigate the health and economic ravages of coronavirus disease 2019 (COVID-19). Without appropriate incentives and coordination, however, firms might not respond at sufficient speed or scale, and competition among countries for limited supply could drive up prices and undercut efficient allocation. Programs relying on &quot;push&quot; incentives (direct cost reimbursement) can be complicated by the funder's inability to observe firms' private cost inf",10/09/2020,10.1377/hlthaff.2020.00646,Christopher M Snyder,"Christopher M. Snyder (chris.snyder@dartmouth.edu) is the Hyatt Professor of Economics, Department of Economics, Dartmouth College, in Hanover, New Hampshire",pubmed,0
118,32699860,"Interest in COVID-19 vaccine trials participation among young adults in China: Willingness, reasons for hesitancy, and demographic and psychosocial determinants.","With the demand for rapid COVID-19 vaccine development and evaluation, this paper aimed to describe the prevalence and correlates of willingness to participate in COVID-19 vaccine trials among university students in China. A cross-sectional survey with 1,912 Chinese university students was conducted during March and April 2020. Bivariate and multivariate analyses were performed to identify variables associated with willingness to participate. The majority of participants (64.01%) indicated willi",28/07/2020,10.1101/2020.07.13.20152678,Shufang Sun,NA,pubmed,0
119,32699167,Artificial intelligence mobile health platform for early detection of COVID-19 in quarantine subjects using a wearable biosensor: protocol for a randomised controlled trial.,"There is an outbreak of COVID-19 worldwide. As there is no effective therapy or vaccine yet, rigorous implementation of traditional public health measures such as isolation and quarantine remains the most effective tool to control the outbreak. When an asymptomatic individual with COVID-19 exposure is being quarantined, it is necessary to perform temperature and symptom surveillance. As such surveillance is intermittent in nature and highly dependent on self-discipline, it has limited effectiven",30/07/2020,10.1136/bmjopen-2020-038555,Chun Ka Wong,"Division of Cardiology, Department of Medicine, University of Hong Kong, Hong Kong, Hong Kong",pubmed,0
120,32699147,Opinion: It's ethical to test promising coronavirus vaccines against less-promising ones.,NA,28/08/2020,10.1073/pnas.2014154117,Nir Eyal,"Center for Population-Level Bioethics and Department of Philosophy, Rutgers University, New Brunswick, NJ 08901",pubmed,0
121,32698494,Self-Amplifying RNA Viruses as RNA Vaccines.,"Single-stranded RNA viruses such as alphaviruses, flaviviruses, measles viruses and rhabdoviruses are characterized by their capacity of highly efficient self-amplification of RNA in host cells, which make them attractive vehicles for vaccine development. Particularly, alphaviruses and flaviviruses can be administered as recombinant particles, layered DNA/RNA plasmid vectors carrying the RNA replicon and even RNA replicon molecules. Self-amplifying RNA viral vectors have been used for high level",03/08/2020,10.3390/ijms21145130,Kenneth Lundstrom,"PanTherapeutics, CH1095 Lutry, Switzerland",pubmed,0
122,32698479,Point-of-Use Rapid Detection of SARS-CoV-2: Nanotechnology-Enabled Solutions for the COVID-19 Pandemic.,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) caused the COVID-19 pandemic that has been spreading around the world since December 2019. More than 10 million affected cases and more than half a million deaths have been reported so far, while no vaccine is yet available as a treatment. Considering the global healthcare urgency, several techniques, including whole genome sequencing and computed tomography imaging have been employed for diagnosing infected people. Considerable effort",03/08/2020,10.3390/ijms21145126,Navid Rabiee,"Department of Chemistry, Sharif University of Technology, Tehran 11155-3516, Iran",pubmed,0
123,32696862,Use of remdesivir for patients with Covid-19: a review article.,"The etiological agent of COVID-19, which causes severe respiratory diseases such as pneumonia and pulmonary insufficiency, has been confirmed as a new coronavirus, now known as Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2). There is currently no authorized medication for the treatment of COVID-19. No vaccines have been authorized. Thus, this study aimed at conducting a review of the use of Remdesivir in patients with COVID-19. The following electronic databases were used MEDLINE, ",28/07/2020,10.1590/1806-9282.66.6.838,Thom..s Cavalcanti Pires de Azevedo,"Centro Universit..rio Cesmac, Macei.., AL, Brasil",pubmed,0
124,32694847,Coronavirus vaccines get a biotech boost.,NA,29/07/2020,10.1038/d41586-020-02154-2,Amber Dance,NA,pubmed,0
125,32694043,Clinical efficacy of convalescent plasma for treatment of COVID-19 infections: Results of a multicenter clinical study.,"Since Dec. 2019 the new coronavirus (SARS-CoV-2) has infected millions and claimed life of several hundred thousand worldwide. However, so far no approved vaccine or drug therapy is available for treatment of virus infection. Convalescent plasma has been considered a potential modality for COVID-19 infection. One hundred eighty-nine COVID-19 positive patients including 115 patients in plasma therapy group and 74 patients in control group, registered in the hospitals with confirmed COVID-19 infec",09/09/2020,10.1016/j.transci.2020.102875,Hassan Abolghasemi,"Applied Microbiology Research Center, Systems Biology and Poisonings Institute, Baqiyatallah University of Medical Sciences, Tehran, Iran",pubmed,0
126,32687112,COVID-19 pandemic: A global health burden.,"Coronavirus disease 2019 (COVID-19) pandemic began in China with a group of severe pneumonia cases, later identified to be caused by the severe acute respiratory syndrome coronavirus 2 in December 2019. Thailand reported the first COVID-19 case outside of China on 13<sup>th</sup> January 2020, Africa reported its first case in Egypt on 14<sup>th</sup> February 2020 and Nigeria reported its index case of COVID-19 on 27<sup>th</sup> February 2020. Virtually, all countries in the world are affected",23/07/2020,10.4103/npmj.npmj_157_20,Oluwatosin Wuraola Akande,"Department of Epidemiology and Community Health, University of Ilorin Teaching Hospital, Ilorin, Kwara State, Nigeria",pubmed,0
127,32671831,COVID-19 vaccine-readiness for anti-CD20-depleting therapy in autoimmune diseases.,"Although most autoimmune diseases are considered to be CD4 T cell- or antibody-mediated, many respond to CD20-depleting antibodies that have limited influence on CD4 and plasma cells. This includes rituximab, oblinutuzumab and ofatumumab that are used in cancer, rheumatoid arthritis and off-label in a large number of other autoimmunities and ocrelizumab in multiple sclerosis. Recently, the COVID-19 pandemic created concerns about immunosuppression in autoimmunity, leading to cessation or a delay",09/09/2020,10.1111/cei.13495,D Baker,"Blizard Institute, Barts and the London School of Medicine and Dentistry, Queen Mary University of London, London, UK",pubmed,0
128,32669462,Human Infection Challenge Studies: a Test for the Social Value Criterion of Research Ethics.,"Human infection challenge studies involving the intentional infection of research participants with a disease-causing agent have recently been suggested as a means to speed up the search for a vaccine for the ongoing coronavirus disease 2019 (COVID-19) outbreak. Calls for challenge studies, however, rely on the expected social value of these studies. This value represents more than the simple possibility that a successful study will lead to the rapid development and dissemination of vaccines but",27/07/2020,10.1128/mSphere.00669-20,Nicholas G Evans,"Department of Philosophy, University of Massachusetts Lowell, Lowell, Massachusetts, USA Nicholas_evans@uml",pubmed,0
129,32667492,"Trained innate immunity, COVID-19 therapeutic dilemma, and fake science.",NA,21/07/2020,10.6061/clinics/2020/e2124,Jos.. Ernesto Beliz..rio,"Hospital das Clinicas HCFMUSP, Faculdade de Medicina, Universidade de Sao Paulo, Sao Paulo, SP, BR",pubmed,0
130,32667191,Hard Nanomaterials in Time of Viral Pandemics.,"The SARS-Cov-2 pandemic has spread worldwide during 2020, setting up an uncertain start of this decade. The measures to contain infection taken by many governments have been extremely severe by imposing home lockdown and industrial production shutdown, making this the biggest crisis since the second world war. Additionally, the continuous colonization of wild natural lands may touch unknown virus reservoirs, causing the spread of epidemics. Apart from SARS-Cov-2, the recent history has seen the ",14/09/2020,10.1021/acsnano.0c04117,Giacomo Reina,"CNRS, Immunology, Immunopathology and Therapeutic Chemistry, UPR 3572, University of Strasbourg ISIS, 67000 Strasbourg, France",pubmed,0
